date,symbol,signal,open,close,return_pct,pnl_usd
2025-11-13,LLY,Buy,1008.61,1021.37,0.012651074250701451,12.65107425070145
2025-11-14,LLY,Buy,1009.0,1025.28,0.01613478691774031,16.13478691774031
2025-11-17,LLY,Buy,1003.72,1021.7,0.017913362292272764,17.913362292272765
2025-11-17,TSM,Buy,281.44,282.01,0.0020252984650369287,2.025298465036929
2025-11-18,LLY,Buy,1014.01,1030.05,0.015818384434078524,15.818384434078524
2025-11-18,TSM,Buy,277.55,277.91,0.0012970635921456084,1.2970635921456084
2025-11-19,LLY,Buy,1029.64,1049.6,0.019385416261994297,19.385416261994298
2025-11-19,TSM,Buy,276.92,282.37,0.019680774230824746,19.680774230824746
2025-11-20,AAPL,Buy,270.83,266.25,-0.016910977365875216,-16.910977365875215
2025-11-20,AVGO,Buy,366.0,346.82,-0.052404371584699475,-52.404371584699476
2025-11-20,LLY,Buy,1045.5,1043.29,-0.002113821138211417,-2.1138211382114167
2025-11-20,TSM,Buy,292.21,277.5,-0.05034050853837987,-50.340508538379865
2025-11-20,WMT,Buy,103.94,107.11,0.030498364441023683,30.498364441023682
2025-11-21,AAPL,Buy,265.95,271.49,0.020830983267531567,20.83098326753157
2025-11-21,AMZN,Buy,216.35,220.69,0.02006008782066098,20.060087820660982
2025-11-21,AVGO,Buy,345.16,340.2,-0.014370147178120397,-14.370147178120396
2025-11-21,LLY,Buy,1041.0,1059.7,0.017963496637848266,17.963496637848266
2025-11-21,TSM,Buy,272.81,275.06,0.008247498258861478,8.247498258861478
2025-11-21,WMT,Buy,107.98,105.32,-0.024634191516947682,-24.63419151694768
2025-11-24,AAPL,Buy,270.9,275.92,0.018530823181986115,18.530823181986115
2025-11-24,AMZN,Buy,222.56,226.28,0.01671459381739755,16.71459381739755
2025-11-24,AVGO,Buy,347.73,377.96,0.0869352658671957,86.9352658671957
2025-11-24,LLY,Buy,1056.77,1070.16,0.012670685201131845,12.670685201131844
2025-11-24,META,Buy,598.72,613.05,0.023934393372527937,23.934393372527936
2025-11-24,MSFT,Buy,475.0,474.0,-0.002105263157894737,-2.1052631578947367
2025-11-24,NVDA,Buy,179.49,182.55,0.017048303526658877,17.048303526658877
2025-11-24,TSLA,Buy,402.17,417.78,0.03881443170798408,38.81443170798408
2025-11-24,TSM,Buy,273.19,284.64,0.041912222262893914,41.91222226289391
2025-11-24,WMT,Buy,105.36,104.06,-0.012338648443432016,-12.338648443432016
